20190504,浦东,金桥,9号线沿线，步行到华为，满五年唯一，两房南带阁楼,388万,高楼层(共6层)                                                    | 1999年建 |                                 2室1厅 | 80.8平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-ff5464fb-66a1-4651-9636-ad4cd7a89732.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,园林式小区 满五唯一 安静位置 钥匙房 带产权车位新上,535万,中楼层(共10层)                                                    | 2006年建 |                                 2室2厅 | 93.25平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-9f8f780a-5b23-4c5e-89e3-954ca53664de.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,一楼带大花园 近6号线 好装修 看房方便,550万,低楼层(共14层)                                                    | 2005年建 |                                 2室1厅 | 97.83平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/test-6b375ae8-5bb6-4ea6-ba57-d88512f27cf3.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,双开间正朝南，全景采光，看房方便,270万,低楼层(共7层)                                                    | 2007年建 |                                 1室1厅 | 59.52平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-f73cf5d3-8318-4a72-8de5-c68da94145bc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,证大家园电梯三房+户型正气+楼层佳位置好+诚意出售,775万,中楼层(共11层)                                                    | 2006年建 |                                 3室2厅 | 102.44平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-34bbdb22-9ff5-4607-a060-1f93a4c426ad.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,经理强力推荐，采光好，通风强，南北户型，客气好,248万,高楼层(共6层)                                                    | 1993年建 |                                 2室1厅 | 58.83平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-9a8b3967-3993-420e-a109-342e1f6cd645.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,景观楼层 小三房 位置安静 诚意出售,650万,高楼层(共15层)                                                    | 2009年建 |                                 3室1厅 | 86.63平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-2c05dde5-626e-4874-ada8-86a10b4f9078.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,原始三房 南北通 有钥匙 满五唯一 免征个税 双地铁,700万,中楼层(共6层)                                                    | 2005年建 |                                 3室2厅 | 96.07平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-40443021-5999-4ae6-b005-f60dd976aa56.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,9号线地铁口 精装修 1房 视野开阔高 品质社区,146万,高楼层(共19层)                                                    | 2008年建 |                                 1室1厅 | 49.86平米                                  | 北,https://ke-image.ljcdn.com/310000-inspection/b73db34c-d907-4b4e-83fa-9d75974b1921.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,6号线博兴路站400米，精装修大一房一梯两户单价低,220万,高楼层(共6层)                                                    | 1995年建 |                                 1室1厅 | 49.21平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-018760c1-0cbb-4840-be82-ca17fa19cfee.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,双轨地铁6/9号线客厅落地窗主卧带大阳台附带产权车位,630万,高楼层(共6层)                                                    | 2002年建 |                                 2室1厅 | 98.69平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-06488b63-d6e3-4102-ab42-9201f668c7e7.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,房东诚心出售 价格很便宜！看房随时！,260万,高楼层(共6层)                                                    | 1994年建 |                                 2室1厅 | 69.26平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-75570c61-c622-46c3-8ca8-1ad1d0c86d38.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,房东急卖，近地铁，楼层好，精装修,390万,低楼层(共6层)                                                    | 1996年建 |                                 3室1厅 | 86.74平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-2f5c24f4-20d0-41e0-82c5-f9601128bd8d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,金桥新城，一南一北，近9号线，配套成熟，金桥板块,455万,低楼层(共14层)                                                    | 2005年建 |                                 2室2厅 | 91.66平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-8a8ef3c9-690c-4f5b-ae59-c4c7d8a24736.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,业主自住装修，中楼层，沿河位置，房型正气得房率高,530万,中楼层(共6层)                                                    | 2011年建 |                                 2室2厅 | 83.66平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-87f43872-357e-4bd2-ac66-4c927b2bd5fe.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,一梯两户，双南两房，双天井，实用面积很大，花园位置,375万,低楼层(共6层)                                                    | 1995年建 |                                 2室1厅 | 65.96平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-fc783e3d-4b62-420b-a8bf-8f33910e0da5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,地铁三房，满五年，楼层佳，诚心出售,480万,高楼层(共14层)                                                    | 2007年建 |                                 3室1厅 | 96.2平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-095c5249-433f-489b-b7e4-eab421a1372b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,地铁9号线金桥站970米，上LO下，2016买进2017年装好,117万,中楼层(共19层)                                                    | 2012年建 |                                 1室1厅 | 30平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/822d31ae-ac26-4a52-bdef-9a5d2e76fbb5.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,精装小两房，低总价，诚心出售，价格能谈，一梯两户！,340万,高楼层(共6层)                                                    | 2000年建 |                                 2室1厅 | 74.33平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20170204/cfe18c02-810e-4069-9401-d8a00b34efa0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,非顶楼满五唯一，出门12号杨高北路地铁，15年婚房装修,490万,高楼层(共6层)                                                    | 2005年建 |                                 2室2厅 | 81.57平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-4aa57ae5-9c90-43d9-bb26-b9e4ad827035.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,高层视野开阔，精装修，拎包入住,业主诚心卖,136万,高楼层(共5层)                                                    | 1953年建 |                                 1室0厅 | 37.23平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-e338accf-57c4-48b0-aa8b-0f8f730291d8.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,地中海风轻奢装，满五唯一免征个税,528万,高楼层(共6层)                                                    | 2004年建 |                                 2室2厅 | 91.1平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-a8077db1-3ea5-4952-920e-bdaaec29e155.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,新房已定好！急售！户型正气，位置佳，直接入住！,244万,高楼层(共6层)                                                    | 1995年建 |                                 2室1厅 | 54.55平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-34154626-05b3-4751-892e-68c3f1be7ade.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,浦江东旭公寓 南北精装两房 高楼层 交通便利采光好,399万,中楼层(共7层)                                                    | 2006年建 |                                 2室2厅 | 75平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-5975a06f-62c3-4ce0-b6ef-e202346adee3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,四期2+1 户型正气 楼层佳 看房随时,740万,高楼层(共11层)                                                    | 2006年建 |                                 3室2厅 | 103.24平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-5ac01880-80f4-4c34-a43f-263b13973db6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,总价低 小一房 楼层佳 近五莲路站 看房方便,143万,中楼层(共5层)                                                    | 1953年建 |                                 1室1厅 | 40.22平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-a86d5f32-80f6-453d-b068-447e552e1b5e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,精装两房，双南户型，高区采光好，通风强，居住适宜,360万,中楼层(共7层)                                                    | 1999年建 |                                 2室1厅 | 69平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-b2588f2e-347f-4377-9039-d175f028e902.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,金桥名都+南北三房+自住装修+满五年+带固定租赁车位,870万,低楼层(共11层)                                                    | 2004年建 |                                 3室2厅 | 141.96平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-a26f9745-10ef-47f8-85d9-c8831c0e60d3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,店长竭力推荐，精装修，可拎包入住，南北户型,345万,高楼层(共7层)                                                    | 1999年建 |                                 2室1厅 | 71.81平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-0f9c024f-1e85-4898-aa44-fe6cf1622997.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,金地边套小三房，满五唯一有车位，景观楼层看房方便,650万,高楼层(共15层)                                                    | 2009年建 |                                 3室1厅 | 88.89平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-a669c666-4eb0-4546-bb3c-5778d34867df.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,店长推荐，带电梯的大三房，南北户型，房型正气,760万,低楼层(共11层)                                                    | 2002年建 |                                 3室2厅 | 123.77平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-a930267d-3551-4660-8ff1-50ab0851a41d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,此房满五唯一，一南一北的房型，厨卫朝北都是明窗,279万,高楼层(共6层)                                                    | 1996年建 |                                 2室1厅 | 66.82平米                                  | 南 西北,https://ke-image.ljcdn.com/310000-inspection/test-76db8b8d-c165-4b60-8ab6-e49fd8d240fd.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,一手动迁无增值税 3房朝南，诚意出售，采光好一梯二户,465万,高楼层(共6层)                                                    | 1998年建 |                                 3室1厅 | 84.06平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-04825268-f71a-4dcd-b527-78ef9759db1c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,11年次新房，南北两房，金桥公园，大拇指广场，电梯房,520万,中楼层(共14层)                                                    | 2011年建 |                                 2室2厅 | 79.24平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-4479494c-48a7-45ca-8e46-f9a1722641c5.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,仁恒高区三房，满五唯一，保养如新，带入户花园，诚售,1175万,中楼层(共20层)                                                    | 2013年建 |                                 3室2厅 | 151.59平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-d450b41f-00ee-42c1-879f-aa5ce422f5d5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,2房2厅2卫，有阁楼，户型正气，看房方便，满五唯一,410万,高楼层(共6层)                                                    | 2004年建 |                                 2室2厅 | 79.54平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20160814/e103794b-75fa-4847-ac1a-da5b0cfc81a9.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,阁楼复式，满五唯一，全明通透，自住精装，拎包入住,437万,高楼层(共6层)                                                    | 1998年建 |                                 2室1厅 | 70.14平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-02a14b98-f6aa-401a-8102-2297980d9d29.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,金桥新城 环境优雅 品质小区 交通便利,599万,高楼层(共14层)                                                    | 2005年建 |                                 3室2厅 | 105.16平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-3a80b1d5-3c8e-4eb6-9269-95c0ccf448b7.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,满5年 不唯一 无户口 双南户型无改动 诚意出售,230万,低楼层(共18层)                                                    | 1995年建 |                                 2室1厅 | 67.08平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/70a5af92-e8a2-4317-8c89-d1823680e5b9.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,金桥新城，一南一北，近9号线，配套成熟，金桥板块,455万,低楼层(共14层)                                                    | 2005年建 |                                 2室2厅 | 91.66平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-8a8ef3c9-690c-4f5b-ae59-c4c7d8a24736.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,地铁三房，满五年，楼层佳，诚心出售,480万,高楼层(共14层)                                                    | 2007年建 |                                 3室1厅 | 96.2平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-095c5249-433f-489b-b7e4-eab421a1372b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,地铁9号线金桥站970米，上LO下，2016买进2017年装好,117万,中楼层(共19层)                                                    | 2012年建 |                                 1室1厅 | 30平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/822d31ae-ac26-4a52-bdef-9a5d2e76fbb5.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,精装小两房，低总价，诚心出售，价格能谈，一梯两户！,340万,高楼层(共6层)                                                    | 2000年建 |                                 2室1厅 | 74.33平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20170204/cfe18c02-810e-4069-9401-d8a00b34efa0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,非顶楼满五唯一，出门12号杨高北路地铁，15年婚房装修,490万,高楼层(共6层)                                                    | 2005年建 |                                 2室2厅 | 81.57平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-4aa57ae5-9c90-43d9-bb26-b9e4ad827035.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,高层视野开阔，精装修，拎包入住,业主诚心卖,136万,高楼层(共5层)                                                    | 1953年建 |                                 1室0厅 | 37.23平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-e338accf-57c4-48b0-aa8b-0f8f730291d8.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,地中海风轻奢装，满五唯一免征个税,528万,高楼层(共6层)                                                    | 2004年建 |                                 2室2厅 | 91.1平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-a8077db1-3ea5-4952-920e-bdaaec29e155.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,新房已定好！急售！户型正气，位置佳，直接入住！,244万,高楼层(共6层)                                                    | 1995年建 |                                 2室1厅 | 54.55平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-34154626-05b3-4751-892e-68c3f1be7ade.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,浦江东旭公寓 南北精装两房 高楼层 交通便利采光好,399万,中楼层(共7层)                                                    | 2006年建 |                                 2室2厅 | 75平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-5975a06f-62c3-4ce0-b6ef-e202346adee3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,总价低 小一房 楼层佳 近五莲路站 看房方便,143万,中楼层(共5层)                                                    | 1953年建 |                                 1室1厅 | 40.22平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-a86d5f32-80f6-453d-b068-447e552e1b5e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,精装两房，双南户型，高区采光好，通风强，居住适宜,360万,中楼层(共7层)                                                    | 1999年建 |                                 2室1厅 | 69平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-b2588f2e-347f-4377-9039-d175f028e902.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,金桥名都+南北三房+自住装修+满五年+带固定租赁车位,870万,低楼层(共11层)                                                    | 2004年建 |                                 3室2厅 | 141.96平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-a26f9745-10ef-47f8-85d9-c8831c0e60d3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,店长竭力推荐，精装修，可拎包入住，南北户型,345万,高楼层(共7层)                                                    | 1999年建 |                                 2室1厅 | 71.81平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-0f9c024f-1e85-4898-aa44-fe6cf1622997.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,店长推荐，带电梯的大三房，南北户型，房型正气,760万,低楼层(共11层)                                                    | 2002年建 |                                 3室2厅 | 123.77平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-a930267d-3551-4660-8ff1-50ab0851a41d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,此房满五唯一，一南一北的房型，厨卫朝北都是明窗,279万,高楼层(共6层)                                                    | 1996年建 |                                 2室1厅 | 66.82平米                                  | 南 西北,https://ke-image.ljcdn.com/310000-inspection/test-76db8b8d-c165-4b60-8ab6-e49fd8d240fd.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,一手动迁无增值税 3房朝南，诚意出售，采光好一梯二户,465万,高楼层(共6层)                                                    | 1998年建 |                                 3室1厅 | 84.06平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-04825268-f71a-4dcd-b527-78ef9759db1c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,11年次新房，南北两房，金桥公园，大拇指广场，电梯房,520万,中楼层(共14层)                                                    | 2011年建 |                                 2室2厅 | 79.24平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-4479494c-48a7-45ca-8e46-f9a1722641c5.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,仁恒高区三房，满五唯一，保养如新，带入户花园，诚售,1175万,中楼层(共20层)                                                    | 2013年建 |                                 3室2厅 | 151.59平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-d450b41f-00ee-42c1-879f-aa5ce422f5d5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,2房2厅2卫，有阁楼，户型正气，看房方便，满五唯一,410万,高楼层(共6层)                                                    | 2004年建 |                                 2室2厅 | 79.54平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20160814/e103794b-75fa-4847-ac1a-da5b0cfc81a9.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,阁楼复式，满五唯一，全明通透，自住精装，拎包入住,437万,高楼层(共6层)                                                    | 1998年建 |                                 2室1厅 | 70.14平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-02a14b98-f6aa-401a-8102-2297980d9d29.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,金桥新城 环境优雅 品质小区 交通便利,599万,高楼层(共14层)                                                    | 2005年建 |                                 3室2厅 | 105.16平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-3a80b1d5-3c8e-4eb6-9269-95c0ccf448b7.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,金桥,满5年 不唯一 无户口 双南户型无改动 诚意出售,230万,低楼层(共18层)                                                    | 1995年建 |                                 2室1厅 | 67.08平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/70a5af92-e8a2-4317-8c89-d1823680e5b9.png!m_fill,w_280,h_210,f_jpg?from=ke.com
